Namespace(arch='vgg_small_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=2023, dynamic_range=[0.8, 0.0], resume='', evaluate=False, save_dir='saveModel-004', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
362	0.065	0.456	97.808	87.300
363	0.071	0.512	97.618	86.799
364	0.071	0.434	97.562	87.290
365	0.066	0.401	97.712	87.780
366	0.070	0.484	97.570	88.261
367	0.067	0.537	97.672	86.408
368	0.067	0.447	97.614	87.410
369	0.069	0.557	97.630	84.125
370	0.066	0.394	97.752	88.742
371	0.066	0.385	97.726	89.032
372	0.067	0.472	97.710	86.178
373	0.065	0.429	97.796	87.730
374	0.064	0.516	97.877	86.739
375	0.060	0.581	98.039	83.844
376	0.060	0.409	98.005	88.502
377	0.067	0.415	97.692	88.732
378	0.066	0.415	97.764	88.271
379	0.065	0.422	97.819	89.002
380	0.062	0.470	97.913	87.630
381	0.062	0.463	97.911	86.689
382	0.065	0.370	97.786	89.483
383	0.060	0.387	97.965	88.061
384	0.062	0.406	97.891	88.261
385	0.067	0.388	97.650	88.912
386	0.062	0.493	97.893	84.425
387	0.062	0.388	97.853	89.954
388	0.061	0.434	98.001	87.169
389	0.060	0.390	97.957	89.052
390	0.064	0.418	97.806	87.991
391	0.062	0.420	97.819	88.371
392	0.063	0.432	97.915	87.190
393	0.062	0.493	97.891	86.528
394	0.064	0.409	97.859	88.982
395	0.060	0.422	97.903	87.710
396	0.063	0.416	97.845	88.301
397	0.068	0.426	97.632	87.700
398	0.062	0.457	97.907	86.829
399	0.063	0.398	97.885	89.073
400	0.057	0.417	98.087	88.442
401	0.061	0.362	97.947	89.613
402	0.060	0.507	97.945	86.709
403	0.062	0.418	97.879	88.512
404	0.062	0.420	97.873	88.482
405	0.060	0.509	97.983	87.039
406	0.059	0.383	97.941	89.032
407	0.062	0.419	97.933	88.121
408	0.052	0.409	98.255	89.313
409	0.056	0.442	98.145	88.942
410	0.060	0.428	97.965	87.169
411	0.061	0.414	97.981	88.141
412	0.059	0.436	98.009	87.350
413	0.059	0.423	97.957	88.041
414	0.059	0.401	97.977	88.532
415	0.061	0.414	97.915	87.800
416	0.059	0.519	98.015	84.565
