Namespace(arch='resnet20_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=0, dynamic_range=[0.8, 0.0], resume='', evaluate=False, Use_tSNE=True, save_dir='saveModel-006', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
551	0.339	0.489	88.245	83.854
552	0.339	0.469	88.187	84.195
553	0.338	0.585	87.981	80.068
554	0.340	0.545	87.975	81.721
555	0.338	0.558	88.355	81.621
556	0.339	0.602	88.129	80.278
557	0.334	0.499	88.363	83.403
558	0.336	0.476	88.351	83.714
559	0.337	0.523	88.273	82.662
560	0.342	0.469	88.031	83.924
561	0.335	0.510	88.133	82.512
562	0.335	0.561	88.207	81.721
563	0.337	0.578	88.089	81.060
564	0.338	0.518	88.007	83.133
565	0.335	0.575	88.227	81.310
566	0.332	0.507	88.183	82.462
567	0.337	0.453	88.061	84.475
568	0.336	0.583	88.297	81.080
569	0.340	0.488	87.911	83.093
570	0.333	0.497	88.415	83.173
571	0.331	0.577	88.351	81.300
572	0.336	0.630	88.087	79.898
573	0.336	0.510	88.189	83.253
574	0.333	0.469	88.397	83.974
575	0.336	0.535	88.143	81.510
576	0.338	0.559	88.085	80.940
577	0.337	0.505	88.169	82.883
578	0.334	0.470	88.155	84.365
579	0.332	0.494	88.327	83.393
580	0.337	0.480	88.179	83.974
581	0.331	0.520	88.458	82.212
582	0.332	0.484	88.397	83.494
583	0.337	0.527	88.235	82.262
584	0.333	0.468	88.277	84.265
585	0.335	0.469	88.045	84.004
586	0.330	0.495	88.456	83.233
587	0.332	0.512	88.351	83.043
588	0.329	0.474	88.377	84.235
589	0.330	0.508	88.361	83.273
590	0.330	0.538	88.313	81.831
591	0.329	0.678	88.387	78.315
592	0.330	0.457	88.263	84.635
593	0.334	0.610	88.161	79.407
594	0.326	0.476	88.496	83.844
595	0.328	0.483	88.317	83.684
596	0.327	0.510	88.444	82.642
597	0.327	0.567	88.327	81.691
598	0.319	0.477	88.642	83.904
599	0.325	0.483	88.500	84.515
600	0.327	0.526	88.512	82.702
601	0.328	0.464	88.530	84.115
602	0.330	0.539	88.470	82.452
603	0.326	0.480	88.608	84.275
604	0.322	0.446	88.534	85.246
605	0.327	0.487	88.540	83.834
606	0.323	0.534	88.642	82.322
607	0.327	0.500	88.440	84.054
608	0.327	0.557	88.405	82.001
609	0.322	0.543	88.694	82.382
610	0.326	0.536	88.478	82.452
611	0.326	0.486	88.480	84.335
612	0.324	0.536	88.596	81.961
613	0.326	0.560	88.492	81.180
614	0.316	0.488	88.816	83.053
615	0.324	0.453	88.574	84.826
616	0.318	0.450	88.816	85.296
617	0.323	0.481	88.694	84.315
618	0.320	0.519	88.700	82.883
619	0.324	0.463	88.622	84.435
620	0.319	0.503	88.900	83.574
621	0.322	0.522	88.744	82.833
622	0.315	0.574	88.940	81.621
623	0.316	0.469	88.874	85.196
624	0.323	0.512	88.704	83.203
625	0.323	0.477	88.722	84.014
626	0.317	0.472	88.912	84.475
627	0.314	0.457	88.934	84.896
628	0.319	0.478	88.670	84.405
629	0.318	0.484	88.706	84.305
630	0.316	0.600	88.822	81.040
